id,species_identifier,display_name,hp,attack,defense,speed,special_attack,special_defense,type1,type2,ability1,ability2,mondexentry,sprite
324,SPECIES_SPOINK,Spoink,60,25,35,60,70,80,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_THICK_FAT,ABILITY_OWN_TEMPO,"It bounces around on its tail to
keep its heart pumping. It carries
a pearl from CLAMPERL on its head.",https://play.pokemonshowdown.com/sprites/gen5/spoink.png
325,SPECIES_GRUMPIG,Grumpig,80,45,65,80,90,110,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_THICK_FAT,ABILITY_OWN_TEMPO,"It can perform odd dance steps to
influence foes. Its style of dancing
became hugely popular overseas.",https://play.pokemonshowdown.com/sprites/gen5/grumpig.png
326,SPECIES_SPINDA,Spinda,60,60,60,60,60,60,TYPE_NORMAL,TYPE_NORMAL,ABILITY_OWN_TEMPO,ABILITY_TANGLED_FEET,"The chances of two SPINDA having
identical spot patterns is less
than one in four billion.",https://play.pokemonshowdown.com/sprites/gen5/spinda.png
327,SPECIES_TRAPINCH,Trapinch,45,100,45,10,45,45,TYPE_GROUND,TYPE_GROUND,ABILITY_HYPER_CUTTER,ABILITY_ARENA_TRAP,"Its nest is a sloped, bowl-like pit
in the desert. Once something has
fallen in, there is no escape.",https://play.pokemonshowdown.com/sprites/gen5/trapinch.png
328,SPECIES_VIBRAVA,Vibrava,50,70,50,70,50,50,TYPE_GROUND,TYPE_DRAGON,ABILITY_LEVITATE,ABILITY_NONE,"It vibrates its wings vigorously,
creating ultrasonic waves that
cause serious headaches.",https://play.pokemonshowdown.com/sprites/gen5/vibrava.png
329,SPECIES_FLYGON,Flygon,80,100,80,100,80,80,TYPE_GROUND,TYPE_DRAGON,ABILITY_LEVITATE,ABILITY_NONE,"It is nicknamed “The Desert
Spirit” because the flapping of its
wings sounds like a woman singing.",https://play.pokemonshowdown.com/sprites/gen5/flygon.png
330,SPECIES_CACNEA,Cacnea,50,85,40,35,85,40,TYPE_GRASS,TYPE_GRASS,ABILITY_SAND_VEIL,ABILITY_NONE,"It lives in arid locations. Its
yellow flowers bloom once a year.",https://play.pokemonshowdown.com/sprites/gen5/cacnea.png
331,SPECIES_CACTURNE,Cacturne,70,115,60,55,115,60,TYPE_GRASS,TYPE_DARK,ABILITY_SAND_VEIL,ABILITY_NONE,"Packs of them follow travelers
through the desert until
the travelers can no longer move.",https://play.pokemonshowdown.com/sprites/gen5/cacturne.png
332,SPECIES_SWABLU,Swablu,45,40,60,50,40,75,TYPE_NORMAL,TYPE_FLYING,ABILITY_NATURAL_CURE,ABILITY_NONE,"Its wings bring cottony clouds to
mind. It grooms with springwater
and loves to sit on heads.",https://play.pokemonshowdown.com/sprites/gen5/swablu.png
333,SPECIES_ALTARIA,Altaria,75,70,90,80,70,105,TYPE_DRAGON,TYPE_FLYING,ABILITY_NATURAL_CURE,ABILITY_NONE,"It flies gracefully through the
sky. Its melodic humming makes
you feel like you’re in a dream.",https://play.pokemonshowdown.com/sprites/gen5/altaria.png
334,SPECIES_ZANGOOSE,Zangoose,73,115,60,90,60,60,TYPE_NORMAL,TYPE_NORMAL,ABILITY_IMMUNITY,ABILITY_NONE,"Its fur would all stand on end if
it smelled a SEVIPER nearby.
Its sharp claws tear up its foes.",https://play.pokemonshowdown.com/sprites/gen5/zangoose.png
335,SPECIES_SEVIPER,Seviper,73,100,60,65,100,60,TYPE_POISON,TYPE_POISON,ABILITY_SHED_SKIN,ABILITY_NONE,"In battle, it uses its bladed tail to
counter any ZANGOOSE. It secretes
a deadly venom in its tail.",https://play.pokemonshowdown.com/sprites/gen5/seviper.png
336,SPECIES_LUNATONE,Lunatone,90,55,65,70,95,85,TYPE_ROCK,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,"It was discovered at the site of a
meteor strike 40 years ago. Its
stare can lull its foes to sleep.",https://play.pokemonshowdown.com/sprites/gen5/lunatone.png
337,SPECIES_SOLROCK,Solrock,90,95,85,70,55,65,TYPE_ROCK,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,"When it rotates itself, it gives off
light similar to the sun, thus
blinding its foes.",https://play.pokemonshowdown.com/sprites/gen5/solrock.png
338,SPECIES_BARBOACH,Barboach,50,48,43,60,46,41,TYPE_WATER,TYPE_GROUND,ABILITY_OBLIVIOUS,ABILITY_ANTICIPATION,"BARBOACH uses its whiskers to
taste things just as a person uses
his or her tongue to taste things.",https://play.pokemonshowdown.com/sprites/gen5/barboach.png
339,SPECIES_WHISCASH,Whiscash,110,78,73,60,76,71,TYPE_WATER,TYPE_GROUND,ABILITY_OBLIVIOUS,ABILITY_ANTICIPATION,"It claims a large swamp to itself.
If a foe comes near it, it sets off
tremors by thrashing around.",https://play.pokemonshowdown.com/sprites/gen5/whiscash.png
340,SPECIES_CORPHISH,Corphish,43,80,65,35,50,35,TYPE_WATER,TYPE_WATER,ABILITY_HYPER_CUTTER,ABILITY_SHELL_ARMOR,"It was originally a Pokémon from
afar that escaped to the wild. It
can adapt to the dirtiest river.",https://play.pokemonshowdown.com/sprites/gen5/corphish.png
341,SPECIES_CRAWDAUNT,Crawdaunt,63,120,85,55,90,55,TYPE_WATER,TYPE_DARK,ABILITY_HYPER_CUTTER,ABILITY_SHELL_ARMOR,"A brutish Pokémon that loves to
battle. It will crash itself into any
foe that approaches its nest.",https://play.pokemonshowdown.com/sprites/gen5/crawdaunt.png
342,SPECIES_BALTOY,Baltoy,40,40,55,55,40,70,TYPE_GROUND,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,"It moves while spinning around on
its single foot. Some BALTOY have
been seen spinning on their heads.",https://play.pokemonshowdown.com/sprites/gen5/baltoy.png
343,SPECIES_CLAYDOL,Claydol,60,70,105,75,70,120,TYPE_GROUND,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,"It is said that it originates from clay
dolls made by an ancient civilization.",https://play.pokemonshowdown.com/sprites/gen5/claydol.png
344,SPECIES_LILEEP,Lileep,66,41,77,23,61,87,TYPE_ROCK,TYPE_GRASS,ABILITY_SUCTION_CUPS,ABILITY_NONE,"It disguises its tentacles as
flowers to attract and catch prey.
It became extinct in ancient times.",https://play.pokemonshowdown.com/sprites/gen5/lileep.png
345,SPECIES_CRADILY,Cradily,86,81,97,43,81,107,TYPE_ROCK,TYPE_GRASS,ABILITY_SUCTION_CUPS,ABILITY_NONE,"It lives in warm seas. Its heavy
body weighs it down so it won’t
get washed away in rough weather.",https://play.pokemonshowdown.com/sprites/gen5/cradily.png
346,SPECIES_ANORITH,Anorith,45,95,50,75,40,50,TYPE_ROCK,TYPE_BUG,ABILITY_BATTLE_ARMOR,ABILITY_NONE,"An ancestral Pokémon that lived in
the ocean. Over time, its eight feet
transformed into wings.",https://play.pokemonshowdown.com/sprites/gen5/anorith.png
347,SPECIES_ARMALDO,Armaldo,75,125,100,45,70,80,TYPE_ROCK,TYPE_BUG,ABILITY_BATTLE_ARMOR,ABILITY_NONE,"Its enormous, retractable claws
can cut through most anything. Its
entire body is clad in sturdy plates.",https://play.pokemonshowdown.com/sprites/gen5/armaldo.png
348,SPECIES_FEEBAS,Feebas,20,15,20,80,10,55,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_OBLIVIOUS,"It is the shabbiest Pokémon of all.
It forms in schools and lives at the
bottom of rivers.",https://play.pokemonshowdown.com/sprites/gen5/feebas.png
349,SPECIES_MILOTIC,Milotic,95,60,79,81,100,125,TYPE_WATER,TYPE_WATER,ABILITY_MARVEL_SCALE,ABILITY_COMPETITIVE,"It’s said that a glimpse of a
MILOTIC and its beauty will calm any
hostile emotions you’re feeling.",https://play.pokemonshowdown.com/sprites/gen5/milotic.png
350,SPECIES_CASTFORM,Castform,70,70,70,70,70,70,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FORECAST,ABILITY_NONE,"This Pokémon can change its cells,
taking different forms based on
the temperature and humidity.",https://play.pokemonshowdown.com/sprites/gen5/castform.png
351,SPECIES_KECLEON,Kecleon,60,90,70,40,60,120,TYPE_NORMAL,TYPE_NORMAL,ABILITY_COLOR_CHANGE,ABILITY_NONE,"It changes its shading to match its
surroundings so it can sneak up on prey.
Only its belly patterns stay fixed.",https://play.pokemonshowdown.com/sprites/gen5/kecleon.png
352,SPECIES_SHUPPET,Shuppet,44,75,35,45,63,33,TYPE_GHOST,TYPE_GHOST,ABILITY_INSOMNIA,ABILITY_FRISK,"It uses its horn to feed on envy
and malice, or so it’s said.
It’s very active at night.",https://play.pokemonshowdown.com/sprites/gen5/shuppet.png
353,SPECIES_BANETTE,Banette,64,115,65,65,83,63,TYPE_GHOST,TYPE_GHOST,ABILITY_INSOMNIA,ABILITY_FRISK,"This Pokémon developed from an
abandoned doll that amassed a
grudge. It is seen in dark alleys.",https://play.pokemonshowdown.com/sprites/gen5/banette.png
354,SPECIES_DUSKULL,Duskull,20,40,90,25,30,90,TYPE_GHOST,TYPE_GHOST,ABILITY_LEVITATE,ABILITY_NONE,"If it finds bad children who won’t
listen to their parents, it will
spirit them away--or so it’s said.",https://play.pokemonshowdown.com/sprites/gen5/duskull.png
355,SPECIES_DUSCLOPS,Dusclops,40,70,130,25,60,130,TYPE_GHOST,TYPE_GHOST,ABILITY_PRESSURE,ABILITY_NONE,"Anyone who dares peer into its body
to see its spectral ball of fire
will have their spirit stolen away.",https://play.pokemonshowdown.com/sprites/gen5/dusclops.png
356,SPECIES_TROPIUS,Tropius,99,68,83,51,72,87,TYPE_GRASS,TYPE_FLYING,ABILITY_CHLOROPHYLL,ABILITY_SOLAR_POWER,"The bunch of fruit around its neck
ripens twice a year and is delicious.
It’s a highly favored tropical snack.",https://play.pokemonshowdown.com/sprites/gen5/tropius.png
357,SPECIES_CHIMECHO,Chimecho,75,50,80,65,95,90,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,"It uses the sucker on its head to
hang from a tree or from eaves. It
can produce seven different tones.",https://play.pokemonshowdown.com/sprites/gen5/chimecho.png
358,SPECIES_ABSOL,Absol,65,130,60,75,75,60,TYPE_DARK,TYPE_DARK,ABILITY_PRESSURE,ABILITY_SUPER_LUCK,"It has the ability to foretell
natural disasters. Its life span is
over a hundred years.",https://play.pokemonshowdown.com/sprites/gen5/absol.png
359,SPECIES_WYNAUT,Wynaut,95,23,48,23,23,48,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_SHADOW_TAG,ABILITY_NONE,"It tends to move in a pack.
Individuals squash against one
another to toughen their spirits.",https://play.pokemonshowdown.com/sprites/gen5/wynaut.png
360,SPECIES_SNORUNT,Snorunt,50,50,50,50,50,50,TYPE_ICE,TYPE_ICE,ABILITY_INNER_FOCUS,ABILITY_ICE_BODY,"It’s said that if they are seen at
midnight, they’ll cause heavy snow.
They eat snow and ice to survive.",https://play.pokemonshowdown.com/sprites/gen5/snorunt.png
361,SPECIES_GLALIE,Glalie,80,80,80,80,80,80,TYPE_ICE,TYPE_ICE,ABILITY_INNER_FOCUS,ABILITY_ICE_BODY,"It can instantly freeze moisture in
the atmosphere. It uses this power
to freeze its foes.",https://play.pokemonshowdown.com/sprites/gen5/glalie.png
362,SPECIES_SPHEAL,Spheal,70,40,50,25,55,50,TYPE_ICE,TYPE_WATER,ABILITY_THICK_FAT,ABILITY_ICE_BODY,"It crosses the oceans by rolling itself
on drifting ice. Fluffy fur keeps it warm
when the temperature is below freezing.",https://play.pokemonshowdown.com/sprites/gen5/spheal.png
363,SPECIES_SEALEO,Sealeo,90,60,70,45,75,70,TYPE_ICE,TYPE_WATER,ABILITY_THICK_FAT,ABILITY_ICE_BODY,"It has a very sensitive nose.
It touches new things with its nose
to examine them.",https://play.pokemonshowdown.com/sprites/gen5/sealeo.png
364,SPECIES_WALREIN,Walrein,110,80,90,65,95,90,TYPE_ICE,TYPE_WATER,ABILITY_THICK_FAT,ABILITY_ICE_BODY,"It shatters drift ice with its
strong tusks. Its thick layer of
blubber repels enemy attacks.",https://play.pokemonshowdown.com/sprites/gen5/walrein.png
365,SPECIES_CLAMPERL,Clamperl,35,64,85,32,74,55,TYPE_WATER,TYPE_WATER,ABILITY_SHELL_ARMOR,ABILITY_NONE,"When it evolves, it makes a
mysterious pearl that amplifies
psychic powers when it’s held.",https://play.pokemonshowdown.com/sprites/gen5/clamperl.png
366,SPECIES_HUNTAIL,Huntail,55,104,105,52,94,75,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,"It lives deep in the pitch-dark sea.
It attracts prey by moving its tail
in mimicry of a small animal.",https://play.pokemonshowdown.com/sprites/gen5/huntail.png
367,SPECIES_GOREBYSS,Gorebyss,55,84,105,52,114,75,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,"Its pink body becomes more vivid
with the rise of water
temperatures in the springtime.",https://play.pokemonshowdown.com/sprites/gen5/gorebyss.png
368,SPECIES_RELICANTH,Relicanth,100,90,130,55,45,65,TYPE_WATER,TYPE_ROCK,ABILITY_SWIFT_SWIM,ABILITY_ROCK_HEAD,"Discovered by chance during
deep-sea explorations, it has not
changed since ancient times.",https://play.pokemonshowdown.com/sprites/gen5/relicanth.png
369,SPECIES_LUVDISC,Luvdisc,43,30,55,97,40,65,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,"Its heart-shaped body makes it
popular. In some places, you would
give a LUVDISC to someone you love.",https://play.pokemonshowdown.com/sprites/gen5/luvdisc.png
370,SPECIES_BAGON,Bagon,45,75,60,50,40,30,TYPE_DRAGON,TYPE_DRAGON,ABILITY_ROCK_HEAD,ABILITY_NONE,"Its well-developed neck muscles
and ironlike head can smash
boulders into pieces.",https://play.pokemonshowdown.com/sprites/gen5/bagon.png
371,SPECIES_SHELGON,Shelgon,65,95,100,50,60,50,TYPE_DRAGON,TYPE_DRAGON,ABILITY_ROCK_HEAD,ABILITY_NONE,"It surrounds its body in an
iron-hard shell to accumulate
enough power to evolve.",https://play.pokemonshowdown.com/sprites/gen5/shelgon.png
372,SPECIES_SALAMENCE,Salamence,95,135,80,100,110,80,TYPE_DRAGON,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_NONE,"It’s uncontrollable if enraged.
It flies around spouting flames and
scorching fields and mountains.",https://play.pokemonshowdown.com/sprites/gen5/salamence.png
373,SPECIES_BELDUM,Beldum,40,55,80,30,35,60,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_CLEAR_BODY,ABILITY_NONE,"The magnetic force generated by
its body repels the ground’s
natural magnetism, letting it float.",https://play.pokemonshowdown.com/sprites/gen5/beldum.png
374,SPECIES_METANG,Metang,60,75,100,50,55,80,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_CLEAR_BODY,ABILITY_NONE,"When two BELDUM fuse together, a
magnetic nervous system places
their brains in union.",https://play.pokemonshowdown.com/sprites/gen5/metang.png
375,SPECIES_METAGROSS,Metagross,80,135,130,70,95,90,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_CLEAR_BODY,ABILITY_NONE,"It folds its four legs when flying.
Its four brains are said to be
superior to a supercomputer.",https://play.pokemonshowdown.com/sprites/gen5/metagross.png
376,SPECIES_REGIROCK,Regirock,80,100,200,50,50,100,TYPE_ROCK,TYPE_ROCK,ABILITY_CLEAR_BODY,ABILITY_NONE,"The same rocks that form its body
have been found in ground layers
around the world.",https://play.pokemonshowdown.com/sprites/gen5/regirock.png
377,SPECIES_REGICE,Regice,80,50,100,50,100,200,TYPE_ICE,TYPE_ICE,ABILITY_CLEAR_BODY,ABILITY_NONE,"It is said to have slept in a glacier
for thousands of years. Its body
can’t be melted, even by magma.",https://play.pokemonshowdown.com/sprites/gen5/regice.png
378,SPECIES_REGISTEEL,Registeel,80,75,150,50,75,150,TYPE_STEEL,TYPE_STEEL,ABILITY_CLEAR_BODY,ABILITY_NONE,"Its body is said to be harder than
any kind of metal. A study has
revealed that its body is hollow.",https://play.pokemonshowdown.com/sprites/gen5/registeel.png
379,SPECIES_LATIAS,Latias,80,80,90,110,110,130,TYPE_DRAGON,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,"It communicates using telepathy.
Its body is covered in down that
refracts light to make it invisible.",https://play.pokemonshowdown.com/sprites/gen5/latias.png
380,SPECIES_LATIOS,Latios,80,90,80,110,130,110,TYPE_DRAGON,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,"It understands human speech and is
highly intelligent. It is a tender
Pokémon that dislikes fighting.",https://play.pokemonshowdown.com/sprites/gen5/latios.png
381,SPECIES_KYOGRE,Kyogre,100,100,90,90,150,140,TYPE_WATER,TYPE_WATER,ABILITY_DRIZZLE,ABILITY_NONE,"A mythical Pokémon said to have
swelled the seas with rain and tidal
waves. It battled with GROUDON.",https://play.pokemonshowdown.com/sprites/gen5/kyogre.png
382,SPECIES_GROUDON,Groudon,100,150,140,90,100,90,TYPE_GROUND,TYPE_GROUND,ABILITY_DROUGHT,ABILITY_NONE,"Said to have expanded the lands by
evaporating water with raging heat.
It battled titanically with KYOGRE.",https://play.pokemonshowdown.com/sprites/gen5/groudon.png
383,SPECIES_RAYQUAZA,Rayquaza,105,150,90,95,150,90,TYPE_DRAGON,TYPE_FLYING,ABILITY_AIR_LOCK,ABILITY_NONE,"It flies in the ozone layer, way up
high in the sky. Until recently,
no one had ever seen it.",https://play.pokemonshowdown.com/sprites/gen5/rayquaza.png
384,SPECIES_JIRACHI,Jirachi,100,100,100,100,100,100,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_SERENE_GRACE,ABILITY_NONE,"Generations have believed that any
wish written on a note on its head
will come true when it awakens.",https://play.pokemonshowdown.com/sprites/gen5/jirachi.png
385,SPECIES_DEOXYS,Deoxys,50,150,50,150,150,50,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_PRESSURE,ABILITY_NONE,"DNA from a space virus mutated and
became a Pokémon. It appears
where auroras are seen.",https://play.pokemonshowdown.com/sprites/gen5/deoxys.png
386,SPECIES_TURTWIG,Turtwig,55,68,64,31,45,55,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"Photosynthesis occurs across its
body under the sun. The shell on
its back is actually hardened soil.",https://play.pokemonshowdown.com/sprites/gen5/turtwig.png
387,SPECIES_GROTLE,Grotle,75,89,85,36,55,65,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"A GROTLE that lives in the forest
is said to have its own secret
springwater.",https://play.pokemonshowdown.com/sprites/gen5/grotle.png
388,SPECIES_TORTERRA,Torterra,95,109,105,56,75,85,TYPE_GRASS,TYPE_GROUND,ABILITY_OVERGROW,ABILITY_NONE,"Ancient people imagined that
beneath the ground, a gigantic
TORTERRA dwelled.",https://play.pokemonshowdown.com/sprites/gen5/torterra.png
389,SPECIES_CHIMCHAR,Chimchar,44,58,44,61,58,44,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"The gas made in its belly burns from
its rear end. The fire burns weakly
when it feels sick.",https://play.pokemonshowdown.com/sprites/gen5/chimchar.png
390,SPECIES_MONFERNO,Monferno,64,78,52,81,78,52,TYPE_FIRE,TYPE_FIGHTING,ABILITY_BLAZE,ABILITY_NONE,"A bigger fire on its tail and a
brighter blue pattern on its face
means its rank in its pack is higher.",https://play.pokemonshowdown.com/sprites/gen5/monferno.png
391,SPECIES_INFERNAPE,Infernape,76,104,71,108,104,71,TYPE_FIRE,TYPE_FIGHTING,ABILITY_BLAZE,ABILITY_NONE,"It tosses its enemies around with
agility. It uses all its limbs to
fight in its own unique style.",https://play.pokemonshowdown.com/sprites/gen5/infernape.png
392,SPECIES_PIPLUP,Piplup,53,51,53,40,61,56,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"It doesn’t like to be taken care
of. It’s difficult to bond with since
it won’t listen to its Trainer.",https://play.pokemonshowdown.com/sprites/gen5/piplup.png
393,SPECIES_PRINPLUP,Prinplup,64,66,68,50,81,76,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"It lives a solitary life. Its wings
deliver wicked blows that can
snap even the thickest of trees.",https://play.pokemonshowdown.com/sprites/gen5/prinplup.png
394,SPECIES_EMPOLEON,Empoleon,84,86,88,60,111,101,TYPE_WATER,TYPE_STEEL,ABILITY_TORRENT,ABILITY_NONE,"It avoids unnecessary disputes,
but it will decimate anything that
threatens its pride.",https://play.pokemonshowdown.com/sprites/gen5/empoleon.png
395,SPECIES_STARLY,Starly,40,55,30,60,30,30,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_NONE,"They flock around mountains and
fields, chasing after bug Pokémon.
Their singing is noisy and annoying.",https://play.pokemonshowdown.com/sprites/gen5/starly.png
396,SPECIES_STARAVIA,Staravia,55,75,50,80,40,40,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_NONE,"They maintain huge flocks, although
fierce scuffles break out between
various flocks.",https://play.pokemonshowdown.com/sprites/gen5/staravia.png
397,SPECIES_STARAPTOR,Staraptor,85,120,70,100,50,60,TYPE_NORMAL,TYPE_FLYING,ABILITY_INTIMIDATE,ABILITY_NONE,"When STARAVIA evolve into
STARAPTOR, they leave the flock to
live alone. They have sturdy wings.",https://play.pokemonshowdown.com/sprites/gen5/staraptor.png
398,SPECIES_BIDOOF,Bidoof,59,45,40,31,35,40,TYPE_NORMAL,TYPE_NORMAL,ABILITY_SIMPLE,ABILITY_UNAWARE,"It lives in groups by the water. 
It chews up boulders and trees
around its nest with its incisors.",https://play.pokemonshowdown.com/sprites/gen5/bidoof.png
399,SPECIES_BIBAREL,Bibarel,79,85,60,71,55,60,TYPE_NORMAL,TYPE_WATER,ABILITY_SIMPLE,ABILITY_UNAWARE,"It busily makes its nest with
stacks of branches and roots it
has cut up with its sharp incisors.",https://play.pokemonshowdown.com/sprites/gen5/bibarel.png
400,SPECIES_KRICKETOT,Kricketot,37,25,41,25,25,41,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,"When its antennae hit each other,
it sounds like the music of
a xylophone.",https://play.pokemonshowdown.com/sprites/gen5/kricketot.png
401,SPECIES_KRICKETUNE,Kricketune,77,85,51,65,55,51,TYPE_BUG,TYPE_BUG,ABILITY_SWARM,ABILITY_NONE,"By allowing its cry to resonate in
the hollow of its belly, it produces
a captivating sound.",https://play.pokemonshowdown.com/sprites/gen5/kricketune.png
402,SPECIES_SHINX,Shinx,45,65,34,45,40,34,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_RIVALRY,ABILITY_INTIMIDATE,"The extension and contraction of
its muscles generates electricity.
Its fur glows when it’s in trouble.",https://play.pokemonshowdown.com/sprites/gen5/shinx.png
